id,,score.positive,score.negative,SA score
243085,gale ceo amidst probe drug marketing —gt,0,2,-1
243326,todays free recap also helps up trading day tomorrow ibb spy aapl baba amzn,0,0,1
243364,rt highest iphone average selling price ever holidays aapl,1,1,1
243494,rt firstadopter ea pr battlefield 1 biggest battlefield launch ever player base 50 larger vs battlefield 4,0,0,1
243495,rt firstadopter ea pr fifa 17 bestselling console title world 2016,0,0,1
243645,rt igtv chinas growing faster aapl results rise copper prices theres turn around sentiment,1,0,1
243720,aapl firstquarter earnings above expectations live prices losses exceed d,0,1,1
243912,apple supplier jumps 6 aapl earnings,0,0,1
243983,ignore exxon earnings xom problems,0,2,-1
244013,fbs latest quarterly revenue not,0,0,1
244058,prices big oil texas shale oott xom uso wti,1,0,-1
244168,spy rdr around 22641 pivot giving nice long entry looking test 22820 pivot resistance enter mondays gap,1,0,1
244184,spx futures up 5 holding accelerated trend started post election see handles 2286 pivot resistance,0,0,1
244306,iphone aapl,0,0,1
244331,glad aapl,0,0,1
244445,long looks bullish gold gld,1,1,1
244462,dollar index up count negative pressure help aapl upside surprise real,1,1,1
244642,paul continue believe issue antitrust ruling googl likely next months,0,1,-1
244880,watch apple shines fed focus facebook earnings aapl fb,0,0,1
244921,watch live bullishness aapl earnings charts indices forex commodities on,0,0,1
244975,apple considering legal action trumps immigration ban employee aapl,0,0,-1
245245,rt vicrek earnings beat flurry pricetarget hikes — 135 140 hear 150,0,0,1
245317,rt apple holding 3 gain premarket strong results posted last night aapl ro,2,0,1
245341,apple holding 3 gain premarket strong results posted last night aapl ro,2,0,1
245436,morning money aapl earnings fed fun financial fact,0,0,1
245494,things stand north american markets open aapl up premarket,0,0,1
245510,trader tries short apple earnings up life savings aapl twtr thefinalyolo,0,1,-1
245691,apple price levels watch earnings aapl via investopedia,0,0,1
245906,72 billion apples services business fortune 100 company good insights loupventures aapl,1,0,1
245929,12 must watch stocks february 1 2017 aapl amd bby fb ea mo met x,0,0,1
246102,rt ea said sales exceeded expectations 2 sales fell short ea,0,1,-1
246114,solid iphone results apple stock view aapl,0,0,1
246122,billion yes aapl balance sheet not used debt load actually lower,0,1,1
246138,get ready wednesday apple shines fed takes stage amp comes facebook aapl fb via,0,0,1
246255,rt hsilverb 1year target price spx reaches dividends pushed googl aapl jnj fb ge,0,0,1
246297,fedex freeportmcmoran pfizer cnbcfastmoney picks february 1 fcx fdx ups pfe xlv,0,0,1
246366,always love writing aapl cash fun fact apples cash company would 13th biggest sampp 500,1,0,1
246417,csco could thrive recent acquisition trump tax plan,0,0,1
246508,apple aapl up 6 better expected iphone sales set open high up dia spy futures,1,0,1
246578,22 stocks moving wednesdays premarket aapl ctxs twlo drys sgyp mtch box,0,0,1
246591,apples losing streak finally shareholders aapl via,0,1,1
246623,way gold run dragonfly capital gcf gld,0,0,1
246684,ea continue guide low beat 2018 ea,0,1,1
246739,rt lamonicabuzz trump immigration selloff futures higher led aapl up 4 earnings fb up 1 reports,0,1,1
246812,make great stocks spx,0,0,1
246846,pleased announce close welcome new colleagues agn acquisition,2,0,1
246857,trade twitter breakout using charts twtr,0,0,1
246957,24 apple notes yesterday 5 hold ratings street bullish aapl highest pt 185 lowest pt deutsche 115,1,0,1
247118,rt lamonicabuzz always love writing aapl cash fun fact apples cash company would 13th,1,0,1
247264,munster next 6 months gon na great time apple shares anticipation iphone 10 launch aapl,0,0,1
247288,apples renaissance china key iphone 8 success faces tough road ahead aapl,1,0,-1
247411,rt cnnmoneyinvest apples losing streak finally shareholders aapl via,0,1,1
247525,trimmed spy ibb not adding strength yesterday time scoop up long,2,0,-1
247532,rt apple earned 3 mos 784b 2015 gdp aapl,0,0,1
247589,heres much costs cancel flight aal dal ual,0,1,-1
247630,iphone 7 up profits fresh results please investors todays stocks watch aapl,0,0,1
247777,rt apples renaissance china key iphone 8 success faces tough road ahead aapl,1,0,-1
247778,apple iphone sales road record quarter aapl,0,0,1
247789,26 apples effective tax rate cook optimistic year aapl squawkstreet analysis,2,0,1
247920,rt mnkd announces launch new pack field force expansion accelerate growth,0,1,1
247940,whats good aapl good aapl yesterdays close gt higher open spx ndx biotech continue higher today ibb xbi,2,0,1
248011,earnings news shares aapl jumped 3 company easily beat firstquarter earnings expectations,1,0,1
248059,rt marketing executive oracle silicon valley need fb goog via,0,0,1
248060,dow up 85 points right 41 points coming apple alone djia aapl,0,0,1
248074,stocks shake slump opening bell apple leads dow higher posting strong earnings last,1,0,1
248114,aapl stock opens up gt5 company reports record revenue beats analyst expectations,0,0,1
248314,ive steve family disney stake aapl dis barronsonline,0,0,-1
248321,loupventures gene munster says apples original video content service leverage,0,0,1
248347,aapl trade idea 2 buy feb 3 expiry put bust try get something open,1,0,-1
248352,save planet positive economics solar saudi plans power solar tsla,1,0,1
248354,iphone sales apples revenue shares rise earnings aapl,1,0,1
248386,adp signals jobs growth start trump era spy xlf gld bac jpm,0,0,1
248500,aapl day apple makes money,0,0,1
248600,20 tweets inspire youre gon na study hard need huge inspiration fb twtr,1,0,1
248664,looks like bit flow back financials iwm bac,0,0,-1
248671,instagram snapchats story fb biintelligence,0,0,-1
248869,breaking us manufacturing accelerates 2year high america first trump takes office,0,1,1
248937,apple towards augmented reality future aapl,1,0,1
249001,quick tells post fomc lets see follows spy hyg gdx,0,0,1
249009,news aapl continues signal bullish daily risk range product bears 7,0,1,1
249067,would cause amazon easily explode another 15 amzn,1,0,1
249074,read tech analyst aapls iphone growth,1,0,1
249168,apple suddenly fire high hopes rumored iphone 8 fuel 6 surge highs aapl,1,0,1
249429,shares apple heating up tech giant reported solid results december period aapl,0,0,1
249434,automakers shift disruptive technologies take f gm tsla mbly fcau tm goog aapl,0,1,1
249482,icymi google adds security highend g suite goog msft,0,0,1
249522,apples innovation pipeline isnt dead aapl,1,0,1
249658,btw aapl up 12 year making top dow next biggest dis up 7 ytd,0,0,1
249696,aapl up 7 earnings 130 magic number watch 13454 thats alltime high set april 2015 3 below,0,0,1
249698,rt erikholmwsj apple moved needle entire sampp earnings season last night aapl,0,0,1
249710,apple moved needle entire sampp earnings season last night aapl,0,0,1
249786,rt spx one chart need know gt stock market gdp 2nd highest level 90 years,1,0,1
249814,fred fedex using almost 100 produce vs 20 yrs ago many up faster fdx,0,0,-1
249900,facebook one longterm concern need know fb,0,1,-1
249963,key needed become millionaire not go get important fb twtr,0,0,1
250010,2 key stock market know study fb twtr peeps,0,0,1
250031,trumps immigration policies could impact future apple aapl,0,0,-1
250177,us senate confirmed rex tillerson secretary state voting continues spy xom,0,0,1
250513,like googl big hours level 861 aapl big level fb,0,0,1
250565,wow apple up 9 getting closer 135 target great day tech aapl thoughts cnbcclosingbell,0,0,1
250574,aapl apple services mac sales generated revenue facebook last quarter,0,0,1
250579,watch 4 steps gs amp taking help women gain access capital globally,1,0,1
250725,rt nanexllc gdx went right entered shares wanted,0,0,-1
250730,facebook earnings bell wow like apple also much trump bad tech check aapl fb amzn nflx amp nasdaq ytd,0,1,1
250877,options traders price up facebook insurance 13 rally fb,0,0,1
251072,super bowl hype new traditional advertising bud fb nyt twtr pep superbowl,0,0,1
251129,time take bets aapl tops 1 trillion market value go up another 45 50 2018 2019 later ever,0,0,1
251158,apple surges iphone sales stock indexes aapl,0,0,1
251235,nflx cage cant far behind,0,0,1
251238,rt gerberkawasaki wow apple up 9 getting closer 135 target great day tech aapl thoughts cnbcclosingbell ht,0,0,1
251278,rt spx 4 crisis 4 charts recovery time gap big thanks bubble thebubblebubble markarbeter stock,0,2,1
251413,facebook retail fb cc tdansherrod,0,0,1
251414,djia up 01 half hour close aapl surged 7 last nights earnings fb reports bell,0,0,1
251417,facebook rallying close hope big number think probably see good number fb earnings,1,0,1
251506,earnings facebook q4 eps 141 adj vs 131 est q4 revs 881b vs 851b est • fb,0,0,1
251510,broad beat facebook shares up fb,0,0,1
251514,facebook reports q4 eps 141 vs 131 est sales vs 851b est fb,0,0,1
251579,case border adjustment tax questionable dow intc kr intc mcd vz uup wfc,0,1,-1
251591,rt seeitmarket welcome february weak link best 6 months year spx,1,1,-1
251671,though facebook said last quarter growth could slow kesslercfra says implied pullback several times b,0,1,1
251704,rt mcwm market not seem mind 500 million fb tho,0,1,-1
251706,fb call selling ahead earnings today amc peterlusk breaks down,0,2,1
251740,tim cook doesnt say iphone apple products aapl,0,0,-1
251791,happy fb earnings day,1,0,1
251884,intels focus memory benefit 5 equipment names amat asml intc lrcx,1,0,1
251888,fb reporting earnings well see zuck comments earnings call,0,0,-1
251895,live facebook earnings fb,0,0,1
251983,fb earnings amc expecting 52 move dis back month calls jonnajarian,0,0,1
251984,december 2018 apple patent one heh aapl,0,0,1
252005,rt cnbcfastmoney poll facebook hitting new alltime high buying selling earnings beat fb,1,1,1
252015,well leave little joke right fb,0,0,-1
252089,yall tell sweepers making like fb earnings wallstjesus,0,0,1
252183,facebook crushes q4 estimates daily active users up 18 fb,0,0,1
252210,poll facebook hitting new alltime high buying selling earnings beat fb,1,1,1
252232,today’s stocks winners aapl mrvl arnc,1,0,1
252236,fb rev growth far spending q4 rev up 50 yy op ex up 29 yy,0,0,1
252239,rt cnet breaking facebook impresses investors sales earnings beats come fb,1,1,1
252240,analysts thought fb revenue growth would slow not nearly much wall street expected,0,1,-1
252269,well done beating analysts wall street consensus take win fb,1,0,1
252271,fb beats estimize eps consensus 5c estimize revenue consensus,0,0,1
252281,rt reutersbiz facebook says average daily active users december 2016 grew 123 billion up 18 percent year year fb,0,0,1
252304,shiraovide also up nearly entire market cap twtr 3 move hours,0,0,1
252310,rt 115 billion people using facebook mobile devices every single day fb,0,0,1
252319,115 billion people using facebook mobile devices every single day fb,0,0,1
252325,rt scottbudman update facebook loses vr case pay 500 million damages fb,0,2,-1
252328,rt usatodaytech facebook shares rallying 2 fourthquarter results fb,0,0,1
252357,rt lamonicabuzz facebook beats earnings revenue users boom fb up nearly 3 hours,1,0,1
252363,not outcome expecting fb,0,0,-1
252365,fb lots cash growing cash,0,0,1
252367,facebook shares rallying 2 fourthquarter results fb,0,0,1
252370,facebook 186 billion monthly active users earnings beat top bottom line fb,0,0,1
252373,breaking facebook impresses investors sales earnings beats come fb,1,1,1
252448,5 reasons apple roll aapl,0,0,1
252474,fb missed quarterly earnings 1 time since ipo 2012,0,1,1
252494,rt facebook says average daily active users december 2016 grew 123 billion up 18 percent year year fb,0,0,1
252538,accurate tsco estimate beating 26 analysts wall street consensus,0,0,1
252541,tsco reports fq4 earnings eps revs,0,0,1
252542,congratulations team fb facebook amazing q4 revenue 88b net income 36b cash amp securities,0,0,1
252562,facebook loses 500 million virtual reality verdict via technology fb,0,2,-1
252603,fb think fb could end down tomorrow depending call future isnt really clear used hope stays hot longs,1,0,-1
252645,ah fb shareholder,0,0,1
252686,fb makes almost 9 bil qtr rev wow congrats zuck fb,0,0,1
252731,rt readdanwrite fb 186 billion users twtr million users one global news mostly a,0,0,1
252804,ceo letting twitter become abuse twtr,0,1,-1
252815,facebook revenue jumps 51 showing strength business fb,1,0,1
252822,words 500m even verdict stands isnt big deal fb,0,1,-1
252893,rt jimcramer live thestreets coverage fb earnings dont miss,0,1,1
252928,bad week peoria cat,0,1,-1
252942,apple came pretty close record intraday high today — missed 4 aapl,0,1,1
252943,rt srussolillo worlds population facebook fb,0,0,1
252956,rt scottbudman breaking facebook earnings beat expectations stock spikes time high hours fb,0,1,1
252989,fbs current run astounding many seq quarters damn good numbers next q much longer streak last,1,1,1
253020,facebook 186 billion users fb,0,0,1
253119,fb rally 175 mark,0,0,-1
253148,spy holding 20 resistance mm 234 support,0,0,1
253165,fb pops earnings hits record high time buy two analysts weigh next,1,0,1
253196,amzn climbed 1 today news cargo,0,0,1
253220,jbooton breaking down numbers ridiculous facebook earnings report live blog join us,0,1,-1
253221,rt kchaykowski facebook stellar fourth quarter revenue earnings blow away estimates fb,0,0,1
253230,facebook q4 2016 expectations updated fb,0,0,1
253268,facebook stellar fourth quarter revenue earnings blow away estimates fb,0,0,1
253281,rt wsj facebook revenue jumps 51 showing strength business fb,1,0,1
253304,fb 123 billion daily active users thats population us brazil japan russia combined,0,0,1
253367,rt cnbc earnings facebook q4 eps 141 adj vs 131 est q4 revs 881b vs 851b est • fb,0,0,1
253383,boycottstarbucks may biggest boycott public co 5 years actually hurt company sbux,0,2,-1
253418,2 keys amazon investor amzn,1,0,1
253449,rt fb annual revenue 2016 54 growth rate 2015 43 2014 58 2013 55 2012,0,0,1
253451,shares facebook gaining 22 afterhours trading closing wednesday fb,1,1,1
253455,money fb q4 earnings beat stock jumps afterhours trading,0,0,1
253532,apple suppliers fall far tree aapl crus oled swks,0,1,-1
253550,amazon accounted astounding 53 us ecommerce sales growth 2016 amzn,0,0,1
253559,said dont think fb clear future growth path market cap,0,0,-1
253707,rt optionsaction great call fb carter amp michaelkhouw facebook cnbcfastmoney,0,0,1
253745,great call fb carter amp michaelkhouw facebook cnbcfastmoney,0,0,1
253788,rt dseetharaman china zuckerberg says going way comfortable long term fb,1,0,1
253802,rt cnbcfastmoney carter worth called fb surge friday heres sees going next,0,0,1
253805,rt kerrymflynn instagram v facebook ad load instagram growing quicker percentage basis much smaller fb scale fb,0,0,1
253806,rt zuckerberg says entering china part longterm plan theres no news short term fb,0,1,-1
253810,instagram v facebook ad load instagram growing quicker percentage basis much smaller fb scale fb,0,0,1
253912,analyst asks millennials facebook cfo says pleased overall user growth not breaking specific fb,1,1,1
253960,carter worth called fb surge friday heres sees going next,0,0,1
253972,q4 political spending us wasnt top 10 vertical facebook sandberg says no one event big business fb,0,0,-1
253979,rt aapl apple closes up 6 day q1 earnings iphone 8 focus apple inc investors,0,0,1
253989,facebooks latest earnings show valuable fb facebook shares,1,0,1
253999,facebook says ranking change instagram helped engagement fb,0,0,1
254038,rt timothysykes heres actually make millions stock market go make happen fb twtr,0,0,1
254039,rt timothysykes millionaires protect assets good know fb twtr,1,0,1
254296,foreign discusses global outlook gs global macro,0,0,1
254472,gold energy make gains year gld gdx,1,0,1
254583,facebook past wallstreet estimates sees spending up 2017 via fb,0,0,1
255834,quote sandberg 500 million not material business fb,0,0,-1
255869,analyst questions apple’s china revenue claims via barronsasia aapl,0,2,-1
255908,vxx positive divergence may buy today,2,0,1
256047,heres bigger picture spx shows different trends active traders cautious up spy,0,0,-1
256080,quick spy visual yesterday language ill update say rdr sell signal 22820,0,2,-1
256101,spy below yesterdays low see stays below gets reclaimed tuesdays key support spot stay ur,0,1,-1
256153,spx futures 8 island top monday hairline fracture try amp break accelerated trend key area,0,1,-1
256167,good morning mostly red arrows around world europe asia china closed spx futures 8,1,1,-1
256318,fb language used,0,0,-1
256739,facebooks good earnings record likes instagram post 75 million fb,1,0,1
256785,facebooks earnings reveal company wants unstoppable fb,0,0,1
256889,new facebook stats market cap billion instagram 400 million daily active users whatsapp 12 billion monthly users fb,0,0,1
257102,rt forget inc 2 stocks better buys themotleyfool stocks jnj gsk,1,0,1
257146,look facebooks user growth 2016 fb,0,0,1
257193,bank benchmark interest rate spy,0,0,1
257294,rt edvanderwalt big jump gld holdings yesterday,0,0,1
257325,celg takes startup role 50m hand platform interview,0,0,1
257416,rt howardlindzon quote sandberg 500 million not material business fb,0,0,-1
257501,disney google ups cnbcfastmoney picks february 2 dis googl ups,0,0,1
257844,facebook fb shares up 15 following stellar earnings announcement,0,0,1
258129,facebooks competitive advantage full fb,1,0,1
258226,not amzn taking massive online share still outspending,0,0,1
258256,peek markets us stock futures drop ahead earnings economic data spy uso aa fb pm mjn amzn,0,1,-1
258618,netflix leads content crowd amzn nflx,1,0,1
258634,investors click like facebook needle todays stocks watch fb,0,0,1
258753,gdx gld players lookin like theyre getting paid earnings still holding indices back broadcast,0,0,1
258816,yesterdays high fb one penny below alltime high oct 25 break todays open,0,1,1
258841,even free shipping walmart cant beat amazon doesnt mean stock isnt buy,1,0,1
258999,watch 8 huge put purchases thursday trade aapl rad skx,0,0,1
259004,shares amzn generating buzz ecommerce giant prepares report quarterly earnings,0,0,1
259045,boost tesla tsla barronsnext,1,0,1
259140,tsco trade idea 4 sell february strangle 125 credit looks good keep credit wait btc cheap,1,1,1
259218,fb trade idea 1 buy february 3 expiry 1×2 put spread free bust cost nothing,1,0,1
259220,goog cloud exec leaving company,0,0,-1
259231,join us live 930am est discuss trump fb day emilystewartm,0,0,1
259232,fb 08 pre facebook ad revenue up 53 sending shares climbing cnbc,0,0,1
259300,aapl apple sell notes via gs db jpm issued past pay dividends amp buybacks bc cash,0,1,1
259327,despite impressive growth closing 2b users facebook stock isnt getting much postearnings pop fb,2,1,-1
259344,spy friday update 1st line puts 225 lead delta hedging break above,0,1,1
259418,facebook starting hoard ton cash nearly 30 billion fb,0,0,1
259444,carter worth macro goes charts break down next move fb,0,1,1
259570,shares fb reported strong q4 profit eps 141 vs 131 estimated live prices losses c,2,1,1
259571,peak facebook chowdhry fb,0,0,-1
259633,facebook users new apple cash huge number phenomenal proof to,1,1,1
259646,friends ill around talking mcdonalds tune mcd,0,1,1
259683,gold great insurance gld,0,0,1
259688,rt fpinvesting facebook inc impresses q4 ad revenue growth consistency fb,1,0,1
259706,facebook inc impresses q4 ad revenue growth consistency fb,1,0,1
259935,3 tech stocks paying better dividends apple via kiplinger aapl msft csco intc,1,0,1
259964,great insight riskreversal last night cnbcclosingbell saying fade fb post earnings rally thought would continue higher,0,0,1
260043,teslamotors changed name tesla gives tsla,0,0,1
260119,sampp 500 went entire month january without going negative yeartodate basis spy voo,0,1,1
260177,apple revenue growth up 33 yearoveryear breaking streak 3 consecutive negative quarters aapl,0,2,1
260206,big like facebook earnings even market fed statement aapl amzn fb spy vxx,0,0,1
260208,amzn reports close estimize consensus eps revs compared ws,0,0,1
260439,wallstjesus spots action vrx zero play maybe protection,0,0,-1
260478,mobile payments finally gaining steam via yahoofinance aapl,1,0,1
260544,microsoft takes issue trumps executive order immigration read letter msft chief legal officer,0,0,-1
260705,warning apple could 40 early 2018 aapl,0,1,-1
260733,mobile ads changed facebooks topline growth story fb,0,0,1
260806,facebook hit alltime highs beating earnings revenue fb,1,0,1
261143,picks hotel tillerson steps latest amzn air force plans,0,1,-1
261160,jimcramer says want chip stocks easy follow stick nvidia broadcom,1,0,1
261242,amazon options traders pricing much stock price move tomikilgore explains amzn,0,0,-1
261266,wedbushs tractor supply company tsco 4q16 review good quarter improving outlook,2,0,1
261284,rt 2morrowknight facebook becoming news channel 35 youth used purpose 2010 today 47 fb media,0,0,1
261369,facebook delivers sweet results bitter expense outlook fb,0,0,1
261784,swks next aapl fall crus,0,1,-1
261838,apples best days behind still like stock bill miller says aapl,1,0,1
261915,chart day analysts seeing dollar signs fb,0,0,1
262067,sold 20 amzn calls still capital vs option play,0,0,1
262213,fb earnings show best yet come wall street saying,1,0,1
262355,infographic auto loan bubble driving us sales boom,1,1,1
262627,17 best lessons remember 2017 take heart fb twtr,1,0,1
262826,apple takes breather best performance years aapl,1,0,1
262978,facebooks quarter warns platform running ad space revenue growth m,0,1,-1
263069,numbers putting facebooks staggering growth perspective fb,0,1,1
263106,shares apple up 107 year date vs gain 18 sampp 500 aapl,1,0,1
263255,accounting change boosts facebook’s earnings fb grc,0,0,1
263311,2 reasons baird thinks stick armour nke uaa,0,0,1
263366,semis flow mu lots eyes one wallstjesus,0,0,1
263527,uber service taiwan microsoft asks trump eo watch cheddarlive golive msft,0,1,-1
263545,companies account employee stock payments gave facebook earnings near 1b boost fb,1,0,1
263648,amazon expected report strong holiday quarter results bell amzn,1,0,1
263678,facebooks conflict netflixs ceo board member fb nflx,0,1,-1
263926,tractor supply delivers investors want good quarter improving outlook tsco,2,0,1
264077,2x value tweet dr morning amazon misses earnings lot amzn,0,1,-1
264163,buy american met fund manager james today said bought iwm etf day election also likes us small caps big,1,0,1
264167,rt maxnisen millennials bought bunch vrx last year,0,0,-1
264185,millennials bought bunch vrx last year,0,0,-1
264202,ahead amazons earnings says companys results continue recent strong tech sector,1,0,1
264411,investors fear new 52 week lows stocks spx,0,1,-1
264474,amazon earnings bell amzn up 1 good earnings could push new alltime high,1,0,1
264494,think facebook huge check stat apple — jimcramer broke down stocks w,0,1,1
264499,make 13 million 2 years see sounds crazy happen hard fb twtr,0,0,1
264527,twtr thats right realdonaldtrump making twitter great,0,0,1
264801,morgan stanley expects instagram generate ad revenue facebook year fb,0,0,1
264822,bull vs bear debate continues tractor supply earnings top street tsco,0,0,1
264923,option gains facebook earnings jump almost 1 billion accounting change wsj fb,1,0,1
264966,hit low expert says not worry cost hrl khc wmt,0,2,1
265001,rt cnbcnow earnings amazon q4 eps 154 vs 135 est q4 revs 4374b vs 4468b est • amzn,0,0,-1
265020,breaking amazon q4 eps 154 vs 135 est watch amzn,0,1,1
265067,wow tight amzn amazon sees q1 operating income mln,0,0,1
265103,whoa amazon misses revenue beats eps amzn,0,1,-1
265104,earnings amazon q4 eps 154 vs 135 est q4 revs 4374b vs 4468b est • amzn,0,0,1
265120,amazon amzn q4 results eps 154 vs 136 exp rev vs exp trendingshares trading shares,0,0,1
265143,amzn not enough break highs,1,1,-1
265159,ready earnings coverage thedomino kaylatausche cnbcjosh megtirrell amzn cmg v gpro,0,0,1
265169,amazon reports q4 eps 154 vs 135 est sales vs 4468b est amzn,0,0,1
265189,breaking amazon amzn q4 earnings per share eps 154 vs 135 expected,0,1,1
265190,breaking amazon amzn q4 revenue 4374b vs 4468b expected,0,1,-1
265259,top stocks watch facebook inc fb azn partners,0,0,1
265350,amzn calls bought ahead earnings amc talks amp,0,0,1
265392,selling close ea mar 85 calls 150 nets earnings trade,0,1,1
265414,slew companies reporting closing bell including amazon visa amzn v,0,1,1
265497,call rampcapitalllc call call twtr right,0,0,1
265499,every twitter takeover rumor 2016 lot twtr,0,0,-1
265507,good time amazon tell us whats undisclosed sec probe weve tracking since,1,1,1
265533,today’s stocks winners x cost,1,0,1
265588,amazon time right live blog jowens510 jbooton amzn,0,0,1
265598,amazon yearoveryear revenue growth 22 amzn,0,0,1
265648,accurate amzn estimate beating analysts wall street consensus,0,0,1
265649,amzn beats estimize eps consensus 6c misses estimize revenue consensus,0,1,1
265651,amzn reports fq4 earnings 154 eps 4374b revs,0,0,1
265703,rt marketwatch amazon earnings hit live blog amzn,0,0,-1
265896,wrong not blow quarter amzn options 0 theres support gets,0,1,-1
265920,amazon web services still growing really fast amzn,0,0,1
265956,rt cnbcclosingbell amzn down 34 hours,0,0,-1
265974,rt lamonicabuzz amazon beat earnings missed sales guidance looks little light well amzn down 3 hours,0,1,-1
266075,amzn sales rose billion fourth quarter below analysts expectations billion,0,0,-1
266093,amazon revenues came up bit short holiday quarter 2016 big year profit increased 300,1,1,1
266111,amazons sales increase falls short analyst expectations profit jumps 55 amzn,1,1,-1
266161,rt linnaneciara amazon time right live blog jowens510 jbooton amzn,0,0,1
266165,active options amzn reports amc msft asks travel ban amd earnings beat aapl fb,0,0,1
266220,amzn down 4 percent afterhours currently sampp post market,0,0,-1
266240,amazon earnings beat expectations sales light bysamro amzn,0,0,1
266281,amzn atthemoney 840 weekly straddle close move 49 drop 9 less options priced,0,1,-1
266407,revenue amazons cloud services business misses average analyst estimate shares down amzn,0,1,-1
266457,amazon fourthquarter earnings per share 154 vs expected 135 amzn,0,0,1
266518,ok rundown right leaving trump council 📉 amzn 📉 snap ipo dropped mike needs coffee,0,1,-1
266728,aws sales q1 up 24b year ago profit up year ago amzn,1,0,1
266734,cholesterol drug makers trading up amgn data amgn 28 mdco 84 espr 72 regn flat,0,0,1
266755,rt amazon fourthquarter earnings per share 154 vs expected 135 amzn,0,0,1
266870,amazon amzn down 36 hour trade holiday sales below expectations retail,0,0,-1
266883,apple moves closer iphone assembly india aapl,0,0,1
266958,whats going twitter mampa talk trump assuming government control sarcasm twtr popped close finished up 3,0,0,1
266991,amazon tumbles late weak holiday sales q1 outlook amgen visa beat chipotle misses,0,3,-1
267012,snap daily user growth latest quarter part rise competitors aka instagram snap fb,1,1,-1
267091,gld seller 10k buy atm options cheaper upside expensive buy sell,3,1,1
267116,recap u want bit happens spx amzn googl aapl,0,0,-1
267171,bac using mega bank trade options 89 win rate 52 returns,1,0,1
267194,facebook focused making sure not fb snap,0,0,1
267202,wedbush’s michaelpachter commented amazon prior earnings release amzn via usatoday,0,0,-1
267208,fb earnings option trade gigantic winner avoiding risk,1,1,1
267239,snap selling class shares no votes ipo really trust next buy,1,2,1
267314,strong words brian hamilton snapchat snap twitter 20 good growth huge valuation big risk twtr,2,1,1
267471,feel similar fbs chart larger btwn,0,0,1
268178,rt fb earnings smashes expectations,0,0,1
268372,rise rise amazon one chart amzn,2,0,1
268874,snap’s ipo poised largest technology debut since alibaba 2014 via wsj snap baba,0,0,1
268983,indices levels watch ftse dax spx,0,0,1
269449,recap amzn q fine jobs deck yes tree still up,0,0,1
269625,rt cecileva uvxy heading record trading week,0,0,1
269688,18 spx companies revenue exposure 10 canada mexico combined,0,0,1
269699,10 stocks watching today amgn amzn hsy gpro psx v,0,0,1
269751,article wsj says trump doddfrank good news banks held 50day fas jpm bac gs,1,0,1
269811,spx futs 3 ahead jobs friday spent week holding above accelerated trend key support pivot resistance 2286,0,0,1
269823,good morning mostly green arrows around world ahead jobs friday europe nikkei flattish spx,1,0,1
270046,citigroup cnbcfastmoney picks february 3 c etfc orly rl,0,0,1
270058,ads facebook instagram nothing makes fb results beat,0,0,1
270103,smart move aapl iphone india 3 market share next open stores gt 15 eps,0,0,1
270463,latest earnings point largely strong year fang stocks aapl,1,0,1
270505,investors expect even good news apple aapl,1,0,1
270573,watch 8 huge put purchases friday trade esrx mjn nxpi yelp rl panw,0,0,1
270716,rt rickjnewman ceos trump job not ibm xom mrk lmt yahoofinance,0,0,-1
270942,confidence longterm business strategy profitability amp strong cash flows agn declares first q cash dividend,2,0,1
270994,amazon dip record highs come amzn,2,0,1
271072,rt aaronlucchetti donald trumps point person plans dodd frank goldmans no 2 executive financial crisis gs ht,0,1,-1
271269,snap’s employee stock awards 30 average since granted twtrs 75 time fbs 450,0,0,1
271302,spy resistance 22971,0,0,1
271311,us senate kills sec disclosure rule big energy companies oil gas xom opec oott,0,0,-1
271349,25 stocks moving fridays premarket amgn amzn data v cala deck feye gpro clvs,0,0,1
271421,rt silviaascarelli investors expect even good news apple aapl,1,0,1
271559,aapl targets latest bond sale raises 10 billion,0,0,1
271620,amazons soft guidance provide investors better entry point amzn,1,0,1
271694,rt microsoft msft move detroit amp join us building welcome microsoft,0,0,1
271698,microsoft msft move detroit amp join us building welcome microsoft,0,0,1
271757,nonfarm friday 3 winning futures trades spy ung uso sbux hog doddfrank jobsreport,1,0,1
272199,chief technical analyst market entering new era blue celg f gm x spy,0,0,1
272287,rt ophirgottlieb fb earnings option trade gigantic winner avoiding risk,1,1,1
272515,fb hits alltime high talks future may not entirely,0,0,1
272891,david discuss security cnbc long short positions btw,1,2,-1
272966,rt fb revenue growth since ipo came mobile ads statistacharts,0,0,1
273195,goldman sachs higher anticipation doddfrank reform gs,0,0,1
273382,oh happy day lots alltime highs stocks surging jobs trump deregulation news v usb adbe race dvmt adsk,2,0,1
273434,check successful students proof anything set mind fb twtr,1,0,1
273497,views amazon form investment amzn,0,0,1
273574,always wins id argue goldman sachs always wins gs up 4 nice friends high places,0,1,1
273696,generally agree note gss current ceo speak ban,0,0,-1
273755,rt ophirgottlieb fb aapl cml tm members sent massive update get,0,0,1
273964,lots earnings next week foxa gm dis mdlz hum cnn owner twx pru wfm cvs ko viab k yum twtr atvi nwsa nvda,0,0,1
273993,rt companies may benefit repatriation overseas cash according bofa merrill lynch aapl msft googl,1,0,1
274009,rt factset earnings growth rate spx q4 46 today above estimate 31 december 31 htt,0,0,1
274093,look thing hit month doddfrank play bac,0,0,1
274108,earnings growth rate spx q4 46 today above estimate 31 december 31,0,0,1
