,id,tweets,givenpositive,givennegative,actual,positive,negative,if_contains,changed_tweets
3070,3070,rt @optionshawk : netflix $nflx opening buy of <num> december $<num> otm calls $<num>.<num> to $<num>.<num>,1,0,1,1,0,0,rt @optionshawk : netflix $nflx opening buy of <num> december $<num> otm calls $<num>.<num> to $<num>.<num>
3071,3071,paypal 's stock is poised to retest its all-time highs $pypl,1,0,1,1,0,0,paypal 's stock is poised to retest its all-time highs $pypl
3072,3072,"$spx weeklys avg daily volume grew to <num>,<num> in jan <num> more targeted strategies",0,0,1,0,0,0,"$spx weeklys avg daily volume grew to <num>,<num> in jan <num> more targeted strategies"
3073,3073,warren buffett loaded up on apple stock right before it hit a new high this year $aapl,0,0,1,0,0,0,warren buffett loaded up on apple stock right before it hit a new high this year $aapl
3074,3074,"reed hastings really loves that novel metaphor for binge viewing , says internet has brought binge viewing back to humans $nflx #mwc",0,0,1,0,0,0,"reed hastings really loves that novel metaphor for binge viewing , says internet has brought binge viewing back to humans $nflx #mwc"
3075,3075,"$aapl if apple keeps getting this bullish sentiment , you can make money just betting it wo n't fall a lot .",0,1,1,0,1,0,"$aapl if apple keeps getting this bullish sentiment , you can make money just betting it wo n't fall a lot ."
3076,3076,markets mostly quiet but facebook to new all-time highs as broad optimism persists . $fb,1,1,1,1,1,0,markets mostly quiet but facebook to new all-time highs as broad optimism persists . $fb
3077,3077,"beautiful multi-day on this $cat , with even the late sweeper seeing great price action",1,1,1,1,1,0,"beautiful multi-day on this $cat , with even the late sweeper seeing great price action"
3078,3078,"warren buffett 's $<num> trillion target for apple is in sight , says @rob_cyran $aapl",0,0,1,0,0,0,"warren buffett 's $<num> trillion target for apple is in sight , says @rob_cyran $aapl"
3079,3079,"even better was the rdr on friday $nvda . and if u held , there was nice follow thru for cash flow .",1,0,1,1,0,0,"even better was the rdr on friday $nvda . and if u held , there was nice follow thru for cash flow ."
3080,3080,ubs : costco is going to raise membership fees next quarter @mylesudland $cost,0,0,1,0,0,0,ubs : costco is going to raise membership fees next quarter @mylesudland $cost
3081,3081,"and the winner is ? oscar stocks & amp ; momentum mon . discussed : $dis , $nflx , $lgf.a , $so , $aep , $nwl #investools",1,0,1,1,0,0,"and the winner is ? oscar stocks & amp ; momentum mon . discussed : $dis , $nflx , $lgf.a , $so , $aep , $nwl #investools"
3082,3082,"rt @thestreet : allergan is @jimcramer 's favorite pharma stock , but he 's keeping an eye on valeant s results tomorrow :",1,0,1,1,0,0,"rt @thestreet : allergan is @jimcramer 's favorite pharma stock , but he 's keeping an eye on valeant s results tomorrow :"
3083,3083,what warren buffett learned about the iphone at dairy queen $aapl $brka,0,0,1,0,0,0,what warren buffett learned about the iphone at dairy queen $aapl $brka
3084,3084,$fb just found this one : betting fb simply does n't collapse has been a huge winner with options,1,1,1,1,1,0,$fb just found this one : betting fb simply does n't collapse has been a huge winner with options
3085,3085,"allergan is @jimcramer 's favorite pharma stock , but he 's keeping an eye on valeant s results tomorrow :",1,0,1,1,0,0,"allergan is @jimcramer 's favorite pharma stock , but he 's keeping an eye on valeant s results tomorrow :"
3086,3086,mt @theglasshammer $gs ' stephanie ivy shares her inspirational career story #blackhistorymonth,1,0,1,1,0,0,mt @theglasshammer $gs ' stephanie ivy shares her inspirational career story #blackhistorymonth
3087,3087,rt @stockstotrade : have you checked out oracle yet ? this trader is already utilizing this feature- you should too . #planahead $fb $twtr htt,0,0,1,0,0,0,rt @stockstotrade : have you checked out oracle yet ? this trader is already utilizing this feature- you should too . #planahead $fb $twtr htt
3088,3088,rt @peterhimler : a billion hours a day watching youtube globally ! $googl,0,0,1,0,0,0,rt @peterhimler : a billion hours a day watching youtube globally ! $googl
3089,3089,trump 's proposed border tax is misunderstood by many $spy $uup,0,1,1,0,1,0,trump 's proposed border tax is misunderstood by many $spy $uup
3090,3090,rt @canuck<num>usa : $amzn gap fill + so far,0,0,1,0,0,0,rt @canuck<num>usa : $amzn gap fill + so far
3091,3091,warren buffett doubled his investment in apple this year . should you follow in his footsteps ? that 's coming up next ! $aapl,0,0,1,0,0,0,warren buffett doubled his investment in apple this year . should you follow in his footsteps ? that 's coming up next ! $aapl
3092,3092,buffett 's bucket list buys : the oracle making unexpected plays late in the game $aapl $brkb $luv $ibm $siri,0,2,1,0,2,0,buffett 's bucket list buys : the oracle making unexpected plays late in the game $aapl $brkb $luv $ibm $siri
3093,3093,rt @arjunsethi : for those confused about why $amzn cares about the gaming space . valve <num> : $<num>m/gmv/month <num> : $<num>m/gmv/month,0,1,1,0,1,0,rt @arjunsethi : for those confused about why $amzn cares about the gaming space . valve <num> : $<num>m/gmv/month <num> : $<num>m/gmv/month
3094,3094,for those confused about why $amzn cares about the gaming space . valve <num> : $<num>m/gmv/month <num> : $<num>m/gmv/month,0,1,1,0,1,0,for those confused about why $amzn cares about the gaming space . valve <num> : $<num>m/gmv/month <num> : $<num>m/gmv/month
3095,3095,"$gs is proud to support the redevelopment of newark , nj s hahne & amp ; co. department store @business",0,0,1,0,0,0,"$gs is proud to support the redevelopment of newark , nj s hahne & amp ; co. department store @business"
3096,3096,"coming up : -another dow record close ? -buffett bets on $aapl , should you ? - @grantspub weighs in on the fed - @potus meets w/ healthcare ceos",0,0,1,0,0,0,"coming up : -another dow record close ? -buffett bets on $aapl , should you ? - @grantspub weighs in on the fed - @potus meets w/ healthcare ceos"
3097,3097,rt @rmbrenna : china is backing baidu to take on the u.s. in ai research #china $bidu $fxi #ai #deeplearning #resear,0,0,1,0,0,0,rt @rmbrenna : china is backing baidu to take on the u.s. in ai research #china $bidu $fxi #ai #deeplearning #resear
3098,3098,"$pcln reports #earnings amc , @russellrhoads details call spread activity & amp ; <num> years earnings history",0,0,1,0,0,0,"$pcln reports #earnings amc , @russellrhoads details call spread activity & amp ; <num> years earnings history"
3099,3099,"amazon echo smart speakers have risen significantly in the past six months , from <num> last may <num> to over <num>,<num> today . $amzn",1,0,1,1,0,0,"amazon echo smart speakers have risen significantly in the past six months , from <num> last may <num> to over <num>,<num> today . $amzn"
3100,3100,"new iphones may cost upwards of $<num>,<num> , and it looks like people will be ok with that . $aapl",0,0,1,0,0,0,"new iphones may cost upwards of $<num>,<num> , and it looks like people will be ok with that . $aapl"
3101,3101,warren buffett on amazon : 'i do n't have a good answer ' on why i did n't buy it long ago $amzn,3,0,1,3,0,0,warren buffett on amazon : 'i do n't have a good answer ' on why i did n't buy it long ago $amzn
3102,3102,"if apple sold <num> million iphone <num> 's , it would represent an <num> % increase year-over-year : $aapl",0,0,1,0,0,0,"if apple sold <num> million iphone <num> 's , it would represent an <num> % increase year-over-year : $aapl"
3103,3103,"priceline reports <alphanum> eps adj . $<num>.<num> vs $<num>.<num> est. , sales $<num>.<num>b vs $<num>.<num>b est . $pcln",0,0,1,0,0,0,"priceline reports <alphanum> eps adj . $<num>.<num> vs $<num>.<num> est. , sales $<num>.<num>b vs $<num>.<num>b est . $pcln"
3104,3104,$djia closes for <num>th straight record high .,0,0,1,0,0,0,$djia closes for <num>th straight record high .
3105,3105,save this chart right now . it 's the long history of bull and bear markets . incredible share by :,2,0,1,2,0,0,save this chart right now . it 's the long history of bull and bear markets . incredible share by :
3106,3106,"#breaking : priceline $pcln <alphanum> non-gaap earnings per share ( eps ) beats estimates , $<num>.<num> vs. $<num>.<num> expected",0,0,1,0,0,0,"#breaking : priceline $pcln <alphanum> non-gaap earnings per share ( eps ) beats estimates , $<num>.<num> vs. $<num>.<num> expected"
3107,3107,earnings after the close : $pcln $htz $wday,0,0,1,0,0,0,earnings after the close : $pcln $htz $wday
3108,3108,"rt @valaafshar : amazon echo smart speakers have risen significantly in the past six months , from <num> last may <num> to over <num>,<num> today . $am",1,0,1,1,0,0,"rt @valaafshar : amazon echo smart speakers have risen significantly in the past six months , from <num> last may <num> to over <num>,<num> today . $am"
3109,3109,rt @swheelscpa : snap ipo : why it may be the next facebook via @yahoofinance $snap $fb $twtr,0,0,1,0,0,0,rt @swheelscpa : snap ipo : why it may be the next facebook via @yahoofinance $snap $fb $twtr
3110,3110,"another record quarter expected for salesforce tomorrow despite competition from oracle , amazon , microsoft :",1,0,1,1,0,0,"another record quarter expected for salesforce tomorrow despite competition from oracle , amazon , microsoft :"
3111,3111,"rt @charliebilello : dow jones industrial average : up <num> days in a row , one short of the record set in <num> . $djia",0,1,1,0,1,0,"rt @charliebilello : dow jones industrial average : up <num> days in a row , one short of the record set in <num> . $djia"
3112,3112,$pcln beats the estimize eps consensus by <num>c and misses the estimize revenue consensus by $<num>.<num>m -,0,1,1,0,1,0,$pcln beats the estimize eps consensus by <num>c and misses the estimize revenue consensus by $<num>.<num>m -
3113,3113,$pcln reports <alphanum> earnings of $<num>.<num> eps and $<num>.<num>b revs -,0,0,1,0,0,0,$pcln reports <alphanum> earnings of $<num>.<num> eps and $<num>.<num>b revs -
3114,3114,priceline beats on earnings and revenue . $pcln up <num>.<num> % after hours . do n't . short . the . shat !,0,1,1,0,1,0,priceline beats on earnings and revenue . $pcln up <num>.<num> % after hours . do n't . short . the . shat !
3115,3115,"dow jones industrial average : up <num> days in a row , one short of the record set in <num> . $djia",0,1,1,0,1,0,"dow jones industrial average : up <num> days in a row , one short of the record set in <num> . $djia"
3116,3116,wedbush s @michaelpachter discussed @netflix in a #bull vs #bear debate on cnbc 's @powerlunch $nflx,0,0,1,0,0,0,wedbush s @michaelpachter discussed @netflix in a #bull vs #bear debate on cnbc 's @powerlunch $nflx
3117,3117,rt @thestreet : we 're just eight weeks into <num> and the s & amp ; p <num> index is squarely in rally mode : $hd $nflx $v,0,0,1,0,0,0,rt @thestreet : we 're just eight weeks into <num> and the s & amp ; p <num> index is squarely in rally mode : $hd $nflx $v
3118,3118,"rt @anorajourno : a fun fact : $spx touched a <num>-week low at <num>,<num>.<num> on feb <num> , <num>. it 's up <num> % since then .",0,1,1,0,1,0,"rt @anorajourno : a fun fact : $spx touched a <num>-week low at <num>,<num>.<num> on feb <num> , <num>. it 's up <num> % since then ."
3119,3119,"priceline up <num>.<num> % to $<num>,<num> in extended trading on earnings beat $pcln",0,0,1,0,0,0,"priceline up <num>.<num> % to $<num>,<num> in extended trading on earnings beat $pcln"
3120,3120,"the dow closed at an all-time high for the <num>th straight day , tying january <num> for the longest in history . $djia",0,1,1,0,1,0,"the dow closed at an all-time high for the <num>th straight day , tying january <num> for the longest in history . $djia"
3121,3121,"as it-infrastructure turns software-centric , nutanix is most obvious beneficiary $ntnx $csco $hpe $lnvgy $vmw",0,0,1,0,0,0,"as it-infrastructure turns software-centric , nutanix is most obvious beneficiary $ntnx $csco $hpe $lnvgy $vmw"
3122,3122,well done @tjkyner beating <num> other analysts and the wall street consensus to take the win for $htz -,1,0,1,1,0,0,well done @tjkyner beating <num> other analysts and the wall street consensus to take the win for $htz -
3123,3123,#priceline $pcln beats for <num>th straight quarter & amp ; analysts had been lifting estimates which is bullish #travel,0,0,1,0,0,0,#priceline $pcln beats for <num>th straight quarter & amp ; analysts had been lifting estimates which is bullish #travel
3124,3124,watch : @rob_cyran and @richardbeales<num> discuss why $aapl could reach buffett 's $<num> trln target .,0,0,1,0,0,0,watch : @rob_cyran and @richardbeales<num> discuss why $aapl could reach buffett 's $<num> trln target .
3125,3125,"from $msft cfo amy hood : linkedin definitely a revenue growth oppty , not just synergy/cost cutting",1,1,1,1,1,0,"from $msft cfo amy hood : linkedin definitely a revenue growth oppty , not just synergy/cost cutting"
3126,3126,new highs for us stocks ; dow win streak longest since <num> $svu $lmt $wfm $rtn,2,0,1,2,0,0,new highs for us stocks ; dow win streak longest since <num> $svu $lmt $wfm $rtn
3127,3127,$fb betting it will simply not collapse has been an enormous winner with options,1,2,1,1,2,0,$fb betting it will simply not collapse has been an enormous winner with options
3128,3128,"with today 's $spx close , we have matched the longest period without a <num> % or greater daily decline for spx in <num> yrs",1,1,1,1,1,0,"with today 's $spx close , we have matched the longest period without a <num> % or greater daily decline for spx in <num> yrs"
3129,3129,$aapl buckle up : the apple car will change automotive history,0,0,1,0,0,0,$aapl buckle up : the apple car will change automotive history
3130,3130,"rt @charliebilello : the dow closed at an all-time high for the <num>th straight day , tying january <num> for the longest in history . $djia",0,1,1,0,1,0,"rt @charliebilello : the dow closed at an all-time high for the <num>th straight day , tying january <num> for the longest in history . $djia"
3131,3131,rt @cerebrus<num> : $amd new product update $amd $intc @benzinga #finance #philanthropy #stocks #fintech #ai #bi #cloud,0,0,1,0,0,0,rt @cerebrus<num> : $amd new product update $amd $intc @benzinga #finance #philanthropy #stocks #fintech #ai #bi #cloud
3132,3132,alibaba : revisiting goldman 's higher target price after earnings $baba #china #technology #cloud @barronsonline,0,0,1,0,0,0,alibaba : revisiting goldman 's higher target price after earnings $baba #china #technology #cloud @barronsonline
3133,3133,$gld $jnug $nugt how to use options to profit from gold prices my take via @cnnmoney @yahoofinance,1,0,1,1,0,0,$gld $jnug $nugt how to use options to profit from gold prices my take via @cnnmoney @yahoofinance
3134,3134,"icymi : the dow today saw its <num>th straight record close , the most since <num> and its <num>-day streak of record closes . $djia",0,0,1,0,0,0,"icymi : the dow today saw its <num>th straight record close , the most since <num> and its <num>-day streak of record closes . $djia"
3135,3135,$amzn success with 'manchester ' points to changes in movie business,1,0,1,1,0,0,$amzn success with 'manchester ' points to changes in movie business
3136,3136,$googl google is coming after cloud -- and it could get ugly for $amzn,0,0,1,0,0,0,$googl google is coming after cloud -- and it could get ugly for $amzn
3137,3137,$fb betting on `` not collapsing '' has been smarter than anything else -- by a lot,0,2,1,0,2,0,$fb betting on `` not collapsing '' has been smarter than anything else -- by a lot
3138,3138,we get to test these $vrx numbers from a bull today . looking forward to it .,0,0,1,0,0,0,we get to test these $vrx numbers from a bull today . looking forward to it .
3139,3139,$spx futs-<num> as president trump addresses congress tonight . upper support stands at <num> with a major at <num>. pivot resistance is <num>,0,0,1,0,0,0,$spx futs-<num> as president trump addresses congress tonight . upper support stands at <num> with a major at <num>. pivot resistance is <num>
3140,3140,$intc stop loss case study : another boring stock that has meant huge wins with options,0,1,1,0,1,0,$intc stop loss case study : another boring stock that has meant huge wins with options
3141,3141,vimpelcom is reinventing itself as a tech company to keep up with the internet giants quartz $goog $fb $vip,0,0,1,0,0,0,vimpelcom is reinventing itself as a tech company to keep up with the internet giants quartz $goog $fb $vip
3142,3142,"keep an eye on these <num> stocks for february <num> , <num> $azo $crm $dpz $tgt $pcln $vrx $htz $thc $wtw $sby $rost $ftr",0,0,1,0,0,0,"keep an eye on these <num> stocks for february <num> , <num> $azo $crm $dpz $tgt $pcln $vrx $htz $thc $wtw $sby $rost $ftr"
3143,3143,"the most accurate $endp estimate is from analyst_<num> , beating <num> other analysts and the wall street consensus -",0,0,1,0,0,0,"the most accurate $endp estimate is from analyst_<num> , beating <num> other analysts and the wall street consensus -"
3144,3144,$endp beats the estimize eps consensus by <num>c and the estimize revenue consensus by $<num>.<num>m -,0,0,1,0,0,0,$endp beats the estimize eps consensus by <num>c and the estimize revenue consensus by $<num>.<num>m -
3145,3145,well done analyst_<num> beating <num> other analysts and the wall street consensus to take the win for $vrx -,1,0,1,1,0,0,well done analyst_<num> beating <num> other analysts and the wall street consensus to take the win for $vrx -
3146,3146,"the most accurate $amrn estimate is from ncia , beating <num> other analysts and the wall street consensus -",0,0,1,0,0,0,"the most accurate $amrn estimate is from ncia , beating <num> other analysts and the wall street consensus -"
3147,3147,$amrn beats the estimize eps consensus by <num>c and the estimize revenue consensus by $<num>.<num>m -,0,0,1,0,0,0,$amrn beats the estimize eps consensus by <num>c and the estimize revenue consensus by $<num>.<num>m -
3148,3148,this morning 's winner for $ddd is lichtf who beats <num> other analysts and the wall street consensus -,1,0,1,1,0,0,this morning 's winner for $ddd is lichtf who beats <num> other analysts and the wall street consensus -
3149,3149,snapshot of yesterday 's all-time closing high for $spy,0,1,1,0,1,0,snapshot of yesterday 's all-time closing high for $spy
3150,3150,@starbucksnews confirms european roastery will come to milan in <num> . $sbux is planning to open <num>-<num> of these mega locations globally .,0,0,1,0,0,0,@starbucksnews confirms european roastery will come to milan in <num> . $sbux is planning to open <num>-<num> of these mega locations globally .
3151,3151,the $djia has closed at a new all-time high for <num> straight trading days . in stansberry digest : ( paywall ),0,1,1,0,1,0,the $djia has closed at a new all-time high for <num> straight trading days . in stansberry digest : ( paywall )
3152,3152,good read - `` s & amp ; p <num> technical trading update : near-term upside limited '' blog by @marknewtoncmt $spy,2,0,1,2,0,0,good read - `` s & amp ; p <num> technical trading update : near-term upside limited '' blog by @marknewtoncmt $spy
3153,3153,@trader_<num> i love this tweet . tesla will be here in five years . and much bigger . enjoy the car . it 's great . $tsla,2,0,1,2,0,0,@trader_<num> i love this tweet . tesla will be here in five years . and much bigger . enjoy the car . it 's great . $tsla
3154,3154,the market in <num> minutes $spy $htz $tgt $xcqp $pcln $prgo $nflx $aapl $hsy $trip $wday $csx,0,0,1,0,0,0,the market in <num> minutes $spy $htz $tgt $xcqp $pcln $prgo $nflx $aapl $hsy $trip $wday $csx
3155,3155,microsoft to launch a games subscription service $msft,0,0,1,0,0,0,microsoft to launch a games subscription service $msft
3156,3156,"cramer 's mad dash $pcln `` get this , no fewer than ten firms raised price targets -- this was a beautiful quarter ! ''",1,1,1,1,1,0,"cramer 's mad dash $pcln `` get this , no fewer than ten firms raised price targets -- this was a beautiful quarter ! ''"
3157,3157,$vrx $<num> test ! incredible covered all .,1,0,1,1,0,0,$vrx $<num> test ! incredible covered all .
3158,3158,@filmprofessor<num> apple should buy <num> % today . give musk $<num> bil and be done . that would be sweet . $aapl $tsla . that was a dream .,2,0,1,2,0,0,@filmprofessor<num> apple should buy <num> % today . give musk $<num> bil and be done . that would be sweet . $aapl $tsla . that was a dream .
3159,3159,alibaba looks to emulate amazon and unlock potential of the cloud #ecommerce #china $baba,0,0,1,0,0,0,alibaba looks to emulate amazon and unlock potential of the cloud #ecommerce #china $baba
3160,3160,starbucks ceo says chain ready to enter italy after <num> years $sbux,0,0,1,0,0,0,starbucks ceo says chain ready to enter italy after <num> years $sbux
3161,3161,from inclusion to openness marty shares his experience of being out at $gs as we recognize uk #lgbthistorymonth :,0,0,1,0,0,0,from inclusion to openness marty shares his experience of being out at $gs as we recognize uk #lgbthistorymonth :
3162,3162,rt @philipvandoorn : here are <num> nasdaq stocks analysts expect to rise up to <num> % $qvca $mu $mnst $goog,1,0,1,1,0,0,rt @philipvandoorn : here are <num> nasdaq stocks analysts expect to rise up to <num> % $qvca $mu $mnst $goog
3163,3163,it s time to pounce on shares $jd $baba #options via @sm_sears,0,0,1,0,0,0,it s time to pounce on shares $jd $baba #options via @sm_sears
3164,3164,buffett s $<num> trln target for apple is in sight #tech #techtuesday $aapl,0,0,1,0,0,0,buffett s $<num> trln target for apple is in sight #tech #techtuesday $aapl
3165,3165,but this shareholder says @apple has been in the lead . says needs more mentorship from $aapl board to change silicon valley,0,0,1,0,0,0,but this shareholder says @apple has been in the lead . says needs more mentorship from $aapl board to change silicon valley
3166,3166,world 's biggest wealth fund made $<num> billion during 'trump rally ' $spy,0,0,1,0,0,0,world 's biggest wealth fund made $<num> billion during 'trump rally ' $spy
3167,3167,live : @pogue 's best wireless earbuds - apple airpods ! $aapl,1,0,1,1,0,0,live : @pogue 's best wireless earbuds - apple airpods ! $aapl
3168,3168,first item on @apple agenda is re-election of the <num> directors on the board . easy to assume this will pass $aapl,1,0,1,1,0,0,first item on @apple agenda is re-election of the <num> directors on the board . easy to assume this will pass $aapl
3169,3169,". @apple shareholders are voting for <num> mgmt proposals and <num> shareholder proposals , including one that wants more exec diversity . $aapl",0,0,1,0,0,0,". @apple shareholders are voting for <num> mgmt proposals and <num> shareholder proposals , including one that wants more exec diversity . $aapl"
3170,3170,. @apple town hall is standing room only for the $aapl shareholder meeting ( hence why the press is in an overflow room ),0,0,1,0,0,0,. @apple town hall is standing room only for the $aapl shareholder meeting ( hence why the press is in an overflow room )
3171,3171,rt @sharatibken : . @apple maccafe workers have coffee backpacks to caffeinate investors <alphanum> $aapl shareholder mtg . wonder what they 'd call th,0,0,1,0,0,0,rt @sharatibken : . @apple maccafe workers have coffee backpacks to caffeinate investors <alphanum> $aapl shareholder mtg . wonder what they 'd call th
3172,3172,. @apple shareholders approval re-election of all board members . @algore gets the lowest % in favor at about <num> % vs <num> % for others $aapl,0,0,1,0,0,0,. @apple shareholders approval re-election of all board members . @algore gets the lowest % in favor at about <num> % vs <num> % for others $aapl
3173,3173,preliminary results are in . all board members re-elected $aapl,0,0,1,0,0,0,preliminary results are in . all board members re-elected $aapl
3174,3174,apple board overwhelmingly re-elected . $aapl,0,0,1,0,0,0,apple board overwhelmingly re-elected . $aapl
3175,3175,prelim voting results based on proxies before start of @apple shareholder meeting $aapl,0,0,1,0,0,0,prelim voting results based on proxies before start of @apple shareholder meeting $aapl
3176,3176,earnings today : $etsy $crm $wuba $mrin $panw $opera.ol lots of smaller cos today -- good fodder for reading,1,0,1,1,0,0,earnings today : $etsy $crm $wuba $mrin $panw $opera.ol lots of smaller cos today -- good fodder for reading
3177,3177,this shareholder said just sold stock after holding it for <num> years . says lack of attention to detail in recent products is not good $aapl,1,2,1,1,2,0,this shareholder said just sold stock after holding it for <num> years . says lack of attention to detail in recent products is not good $aapl
3178,3178,it just occurred to me that shareholders in @apple 's town hall who have held onto their $aapl stock for a long time are probably pretty rich,1,0,1,1,0,0,it just occurred to me that shareholders in @apple 's town hall who have held onto their $aapl stock for a long time are probably pretty rich
3179,3179,rt @sharatibken : proposal #<num> @apple shareholder meeting is push for $aapl to have more diversity in its senior mgmt and board . come up ever,0,0,1,0,0,0,rt @sharatibken : proposal #<num> @apple shareholder meeting is push for $aapl to have more diversity in its senior mgmt and board . come up ever
3180,3180,the dow has closed higher for <num> straight sessions . the last time that happened ? <num> years ago : $djia $dia,0,1,1,0,1,0,the dow has closed higher for <num> straight sessions . the last time that happened ? <num> years ago : $djia $dia
3181,3181,bank of america exec bessant to head committee over north tryon revitalization @cathybessant $bac #charobs,0,0,1,0,0,0,bank of america exec bessant to head committee over north tryon revitalization @cathybessant $bac #charobs
3182,3182,"rt @jbooton : apple 's stock gets second target boost in a week , both calling for shares in $<num> range : $aapl",1,0,1,1,0,0,"rt @jbooton : apple 's stock gets second target boost in a week , both calling for shares in $<num> range : $aapl"
3183,3183,"milan , say hello to starbucks : $sbux",0,0,1,0,0,0,"milan , say hello to starbucks : $sbux"
3184,3184,apple shareholder antonio avian maldonado offers proposal to commit company to improving leadership diversity . apple opposes . $aapl,2,1,1,2,1,0,apple shareholder antonio avian maldonado offers proposal to commit company to improving leadership diversity . apple opposes . $aapl
3185,3185,"it 's not just buffett . lots of _ _ _ for @apple in february . $aapl sees best monthly gain since july <num> , to all-ti",2,1,1,2,1,0,"it 's not just buffett . lots of _ _ _ for @apple in february . $aapl sees best monthly gain since july <num> , to all-ti"
3186,3186,$crm at-the-money straddle trading $<num>.<num> which means its pricing in a move of <num>.<num> % through friday,0,0,1,0,0,0,$crm at-the-money straddle trading $<num>.<num> which means its pricing in a move of <num>.<num> % through friday
3187,3187,target : between a rock ( amazon ) and a hard place ( wal-mart ) $tgt $amzn $wmt,0,0,1,0,0,0,target : between a rock ( amazon ) and a hard place ( wal-mart ) $tgt $amzn $wmt
3188,3188,rt @gsbruno<num> : apple 's bullish sentiment highest since <num> $aapl via @thestreet,1,0,1,1,0,0,rt @gsbruno<num> : apple 's bullish sentiment highest since <num> $aapl via @thestreet
3189,3189,fed 's williams : march rate hike up for `` serious consideration '' #fomc #rates $djia ro,0,1,1,0,1,0,fed 's williams : march rate hike up for `` serious consideration '' #fomc #rates $djia ro
3190,3190,"salesforce scheduled to report earnings in a half-hour . check out our preview , i 'll post results when they hit $crm",0,0,1,0,0,0,"salesforce scheduled to report earnings in a half-hour . check out our preview , i 'll post results when they hit $crm"
3191,3191,$crm earnings report beats expectation by <num> %,0,0,1,0,0,0,$crm earnings report beats expectation by <num> %
3192,3192,rt @jowens<num> : salesforce beat on earnings and ever-so-slightly raised its full-year guidance . $crm ca n't decide which way to go .,0,0,1,0,0,0,rt @jowens<num> : salesforce beat on earnings and ever-so-slightly raised its full-year guidance . $crm ca n't decide which way to go .
3193,3193,salesforce beat on earnings and ever-so-slightly raised its full-year guidance . $crm ca n't decide which way to go .,0,0,1,0,0,0,salesforce beat on earnings and ever-so-slightly raised its full-year guidance . $crm ca n't decide which way to go .
3194,3194,well done dave_r beating <num> other analysts and the wall street consensus to take the win for $crm -,1,0,1,1,0,0,well done dave_r beating <num> other analysts and the wall street consensus to take the win for $crm -
3195,3195,$crm beats the estimize eps consensus by <num>c and the estimize revenue consensus by $<num>.<num>m -,0,0,1,0,0,0,$crm beats the estimize eps consensus by <num>c and the estimize revenue consensus by $<num>.<num>m -
3196,3196,$crm reports <alphanum> earnings of <num>c eps and $<num>.<num>b revs -,0,0,1,0,0,0,$crm reports <alphanum> earnings of <num>c eps and $<num>.<num>b revs -
3197,3197,rt @cnbc : earnings : salesforce <alphanum> eps $<num>.<num> adj . vs. $<num>.<num> est . ; <alphanum> revs . $<num>.<num>b vs. $<num>.<num>b est . $crm up <num> % after-hrs,0,0,1,0,0,0,rt @cnbc : earnings : salesforce <alphanum> eps $<num>.<num> adj . vs. $<num>.<num> est . ; <alphanum> revs . $<num>.<num>b vs. $<num>.<num>b est . $crm up <num> % after-hrs
3198,3198,snap may get $<num> billion valuation with ipo 'multiple times oversubscribed ' $snap $fb,0,0,1,0,0,0,snap may get $<num> billion valuation with ipo 'multiple times oversubscribed ' $snap $fb
3199,3199,rip $cmcsa . long live $goog .,1,0,1,1,0,0,rip $cmcsa . long live $goog .
3200,3200,$gs president & amp ; co-coo david solomon on what s driving tech s significant growth in <num> :,1,0,1,1,0,0,$gs president & amp ; co-coo david solomon on what s driving tech s significant growth in <num> :
3201,3201,"m & amp ; a , tech giants & amp ; software are driving growth in the tech sector , says $gs ' david solomon :",1,0,1,1,0,0,"m & amp ; a , tech giants & amp ; software are driving growth in the tech sector , says $gs ' david solomon :"
3202,3202,$gs president david solomon discusses tech s significant growth drivers for <num> :,1,0,1,1,0,0,$gs president david solomon discusses tech s significant growth drivers for <num> :
3203,3203,"rt @salesforce_ir : we delivered more than $<num>.<num> billion in op . cash flow in <alphanum> , up <num> % y/y , translating to a cash flow yield of <num>.<num> % . $cr",0,0,1,0,0,0,"rt @salesforce_ir : we delivered more than $<num>.<num> billion in op . cash flow in <alphanum> , up <num> % y/y , translating to a cash flow yield of <num>.<num> % . $cr"
3204,3204,"rt @thestreet : $googl finally unveils its digital television platform , youtube tv",0,0,1,0,0,0,"rt @thestreet : $googl finally unveils its digital television platform , youtube tv"
3205,3205,rt @salesforce_ir : we are raising our <alphanum> guidance by $<num> million to $<num>.<num> billion at the high end of the range . $crm #crmfy<num>,0,0,1,0,0,0,rt @salesforce_ir : we are raising our <alphanum> guidance by $<num> million to $<num>.<num> billion at the high end of the range . $crm #crmfy<num>
3206,3206,youtube tv promises <num> major cable channels -- with live programming and dvr capabilities -- for $<num> a month : $googl,0,0,1,0,0,0,youtube tv promises <num> major cable channels -- with live programming and dvr capabilities -- for $<num> a month : $googl
3207,3207,"aws : `` <alphanum> object retrieval , listing and deletion are fully recovered now . we are still working [ on ] ... adding new objects to <alphanum> . '' $amzn",0,0,1,0,0,0,"aws : `` <alphanum> object retrieval , listing and deletion are fully recovered now . we are still working [ on ] ... adding new objects to <alphanum> . '' $amzn"
3208,3208,apple says it spent $<num> billion last year with u.s. suppliers $aapl,0,0,1,0,0,0,apple says it spent $<num> billion last year with u.s. suppliers $aapl
3209,3209,a new app for microsoft hololens teaches you how to play piano through augmented reality . #cheddarlive $msft,0,0,1,0,0,0,a new app for microsoft hololens teaches you how to play piano through augmented reality . #cheddarlive $msft
